species,charge_e,x_A,y_A,z_A
Sn,4.0000000000,5.7804814986,-5.7804816441,-0.0000001203
Sn,4.0000000000,-5.7804815832,-0.0000003229,-5.7804816905
Sn,4.0000000000,0.0000006727,5.7804816150,5.7804818748
Sn,4.0000000000,5.7804818140,0.0000002315,5.7804818122
Sn,4.0000000000,0.0000000965,-5.7804821666,-5.7804816272
I,-1.0000000000,-2.8698709649,5.7804811962,-5.7804781315
I,-1.0000000000,-5.7804809037,2.8698714683,5.7804782740
I,-1.0000000000,5.7804812125,-2.8698716479,-5.7804781800
I,-1.0000000000,2.8698712385,-5.7804814841,5.7804781818
I,-1.0000000000,2.8698711787,5.7804816811,5.7804788096
I,-1.0000000000,-5.7804815486,-2.8698715859,-5.7804788084
I,-1.0000000000,-2.8698709051,-5.7804819690,-5.7804787592
I,-1.0000000000,5.7804818575,2.8698714063,5.7804789024
I,-1.0000000000,5.7804811994,5.7804811561,-2.8698703748
I,-1.0000000000,-5.7804809589,-5.7804813849,2.8698704330
I,-1.0000000000,-5.7804815617,5.7804812181,-2.8698710032
I,-1.0000000000,-5.7804810187,5.7804817803,2.8698710607
I,-1.0000000000,5.7804812592,-5.7804820091,-2.8698710025
I,-1.0000000000,5.7804818023,-5.7804814469,2.8698710614
I,-1.0000000000,-5.7804815019,-5.7804819471,-2.8698716310
I,-1.0000000000,5.7804817425,5.7804817183,2.8698716891
I,-1.0000000000,2.8698705426,5.7804810647,-5.7804840647
I,-1.0000000000,-5.7804809126,-2.8698709695,5.7804840659
I,-1.0000000000,5.7804812214,2.8698707899,-5.7804839719
I,-1.0000000000,-2.8698702691,-5.7804813526,5.7804841151
I,-1.0000000000,-5.7804815397,2.8698708519,-5.7804846003
I,-1.0000000000,-2.8698703289,5.7804818126,5.7804847428
I,-1.0000000000,5.7804818486,-2.8698710315,5.7804846943
I,-1.0000000000,2.8698706024,-5.7804821005,-5.7804846924
I,-1.0000000000,-8.6910915905,-0.0000001201,-0.0000035754
I,-1.0000000000,8.6910919339,-0.0000002784,0.0000035566
I,-1.0000000000,0.0000005065,0.0000001985,8.6910919716
I,-1.0000000000,0.0000000815,8.6910920498,0.0000035374
I,-1.0000000000,-0.0000001333,-0.0000004821,-8.6910921012
I,-1.0000000000,0.0000002036,-8.6910922617,-0.0000035345
Cs,1.0000000000,-2.8902399425,-2.8902403668,8.6707216576
Cs,1.0000000000,2.8902403332,2.8902401570,-8.6707217548
Cs,1.0000000000,-8.6707220659,-2.8902405919,2.8902395887
Cs,1.0000000000,8.6707221066,2.8902404619,-2.8902397791
Cs,1.0000000000,-8.6707217919,2.8902408353,2.8902404910
Cs,1.0000000000,2.8902406094,8.6707220408,-2.8902400981
Cs,1.0000000000,-2.8902404206,-8.6707222533,2.8902399472
Cs,1.0000000000,-2.8902406384,8.6707221820,-2.8902405890
Cs,1.0000000000,-2.8902401114,8.6707222125,2.8902413353
Cs,1.0000000000,8.6707221826,-2.8902410452,-2.8902405882
Cs,1.0000000000,2.8902413052,-2.8902405080,8.6707221485
Cs,1.0000000000,-2.8902411164,2.8902402955,-8.6707222993
Cs,1.0000000000,-2.8902400185,2.8902411402,8.6707224667
Cs,1.0000000000,-8.6707220920,-2.8902410625,-2.8902413542
Cs,1.0000000000,2.8902410290,-8.6707223918,2.8902404917
Cs,1.0000000000,-2.8902406877,-2.8902415691,-8.6707221667
Cs,1.0000000000,8.6707222808,2.8902408499,2.8902412034
Cs,1.0000000000,2.8902408657,2.8902411077,8.6707223195
Cs,1.0000000000,2.8902406354,8.6707225113,2.8902408448
Cs,1.0000000000,2.8902400592,-2.8902412703,-8.6707226572
Cs,1.0000000000,-8.6707225315,2.8902405532,-2.8902411832
Cs,1.0000000000,2.8902402894,-8.6707226739,-2.8902411825
Cs,1.0000000000,-2.8902405947,-8.6707226414,-2.8902410353
Cs,1.0000000000,8.6707227095,-2.8902410147,2.8902413360
I,-1.0000000000,-8.6503527155,-0.0000004047,-5.7804788038
I,-1.0000000000,0.0000004345,8.6503530025,5.7804788373
I,-1.0000000000,8.6503530175,0.0000001499,5.7804788157
I,-1.0000000000,-0.0000001887,-8.6503533682,-5.7804788690
I,-1.0000000000,-5.7804806214,0.0000004619,8.6503522530
I,-1.0000000000,5.7804809188,-0.0000007473,-8.6503521449
I,-1.0000000000,-0.0000004637,5.7804808151,-8.6503523353
I,-1.0000000000,0.0000007708,-5.7804810799,8.6503522818
I,-1.0000000000,-5.7804812690,8.6503523672,-0.0000028704
I,-1.0000000000,5.7804814922,8.6503523053,-0.0000022420
I,-1.0000000000,-5.7804811592,-8.6503525654,0.0000023624
I,-1.0000000000,-8.6503526927,5.7804814730,0.0000029518
I,-1.0000000000,5.7804816020,-8.6503526273,0.0000029908
I,-1.0000000000,-8.6503526329,-5.7804816922,0.0000023241
I,-1.0000000000,8.6503529297,5.7804813940,-0.0000022619
I,-1.0000000000,-5.7804818424,-0.0000006853,-8.6503527733
I,-1.0000000000,8.6503529895,-5.7804817712,-0.0000028896
I,-1.0000000000,0.0000007110,5.7804820853,8.6503529096
I,-1.0000000000,5.7804821397,0.0000004000,8.6503528814
I,-1.0000000000,-0.0000004039,-5.7804823501,-8.6503529630
I,-1.0000000000,-8.6503520794,0.0000002117,5.7804840704
I,-1.0000000000,-0.0000002016,8.6503523861,-5.7804840370
I,-1.0000000000,8.6503523815,-0.0000004665,-5.7804840586
I,-1.0000000000,0.0000004474,-8.6503527518,5.7804840053
Sn,4.0000000000,-11.5609627611,0.0000000620,-0.0000006284
Sn,4.0000000000,11.5609627611,-0.0000000620,0.0000006284
Sn,4.0000000000,-0.0000006360,-0.0000006164,-11.5609628743
Sn,4.0000000000,0.0000006360,0.0000006164,11.5609628743
Sn,4.0000000000,-0.0000000598,11.5609631652,0.0000006277
Sn,4.0000000000,0.0000000598,-11.5609631652,-0.0000006277
I,-1.0000000000,-2.8698714633,-0.0000008329,-11.5609599461
I,-1.0000000000,0.0000007798,2.8698715199,11.5609599675
I,-1.0000000000,2.8698718067,0.0000004343,11.5609599273
I,-1.0000000000,-0.0000004948,-2.8698717318,-11.5609599646
I,-1.0000000000,-11.5609622584,0.0000001963,2.8698701447
I,-1.0000000000,11.5609626316,-0.0000004798,-2.8698702743
I,-1.0000000000,-0.0000001893,11.5609627473,-2.8698702750
I,-1.0000000000,-11.5609626174,2.8698709654,-0.0000035352
I,-1.0000000000,-11.5609626199,-2.8698710534,0.0000022813
I,-1.0000000000,0.0000005626,-11.5609630309,2.8698701454
I,-1.0000000000,11.5609629049,2.8698708415,-0.0000022783
I,-1.0000000000,-2.8698708871,11.5609629487,0.0000035559
I,-1.0000000000,11.5609629024,-2.8698711773,0.0000035381
I,-1.0000000000,2.8698711108,11.5609629831,-0.0000023193
I,-1.0000000000,-11.5609628907,-0.0000003559,-2.8698715311
I,-1.0000000000,-2.8698707675,-11.5609633816,0.0000023005
I,-1.0000000000,11.5609632639,0.0000000723,2.8698714015
I,-1.0000000000,0.0000004430,11.5609632995,2.8698714008
I,-1.0000000000,2.8698712304,-11.5609633473,-0.0000035747
I,-1.0000000000,-0.0000000697,-11.5609635830,-2.8698715304
I,-1.0000000000,-2.8698701912,0.0000004000,11.5609658025
I,-1.0000000000,-0.0000004923,2.8698702871,-11.5609657810
I,-1.0000000000,0.0000007773,-2.8698704990,11.5609657840
I,-1.0000000000,2.8698705346,-0.0000007985,-11.5609658213
I,-1.0000000000,5.7804811527,8.6910915173,-5.7804775523
I,-1.0000000000,-5.7804808439,-8.6910916969,5.7804776462
I,-1.0000000000,-8.6910915227,-5.7804814221,5.7804775534
I,-1.0000000000,8.6910917962,5.7804811342,-5.7804775030
I,-1.0000000000,-5.7804816084,8.6910915793,-5.7804781807
I,-1.0000000000,-8.6910915825,5.7804817431,5.7804781811
I,-1.0000000000,5.7804819173,-8.6910917588,5.7804782747
I,-1.0000000000,8.6910918560,-5.7804820310,-5.7804781307
I,-1.0000000000,5.7804811064,5.7804811019,-8.6910911851
I,-1.0000000000,-5.7804808659,-5.7804813307,8.6910912433
I,-1.0000000000,-5.7804816547,5.7804811639,-8.6910918136
I,-1.0000000000,-5.7804809257,5.7804818345,8.6910918710
I,-1.0000000000,5.7804811662,-5.7804820633,-8.6910918129
I,-1.0000000000,5.7804818953,-5.7804813927,8.6910918718
I,-1.0000000000,-5.7804815949,-5.7804820013,-8.6910924413
I,-1.0000000000,5.7804818355,5.7804817725,8.6910924995
I,-1.0000000000,-5.7804809724,8.6910921957,5.7804846936
I,-1.0000000000,-8.6910922185,5.7804811267,-5.7804846932
I,-1.0000000000,5.7804812812,-8.6910923752,-5.7804845996
I,-1.0000000000,8.6910924920,-5.7804814146,5.7804847435
I,-1.0000000000,-5.7804814799,-8.6910923133,-5.7804852280
I,-1.0000000000,5.7804817888,8.6910921337,5.7804853220
I,-1.0000000000,-8.6910921587,-5.7804820385,-5.7804853209
I,-1.0000000000,8.6910924322,5.7804817506,5.7804853713
Cs,1.0000000000,-8.6707214559,-2.8902404460,8.6707215201
Cs,1.0000000000,-2.8902407475,8.6707215961,-8.6707215390
Cs,1.0000000000,8.6707216447,2.8902402335,-8.6707216709
Cs,1.0000000000,-2.8902399587,-8.6707220250,8.6707218390
Cs,1.0000000000,2.8902399994,8.6707218949,-8.6707220295
Cs,1.0000000000,-8.6707218955,2.8902411696,8.6707216911
Cs,1.0000000000,-8.6707217321,-8.6707223299,2.8902398633
Cs,1.0000000000,2.8902409255,-8.6707220575,8.6707216918
Cs,1.0000000000,8.6707220735,-2.8902416311,-8.6707215383
Cs,1.0000000000,8.6707221228,8.6707221200,-2.8902399605
Cs,1.0000000000,-8.6707221518,8.6707221027,-2.8902407265
Cs,1.0000000000,-8.6707221257,8.6707225733,2.8902402164
Cs,1.0000000000,8.6707223406,-8.6707223153,2.8902405757
Cs,1.0000000000,-8.6707224279,2.8902402189,-8.6707223832
Cs,1.0000000000,8.6707221664,-8.6707227033,-2.8902404068
Cs,1.0000000000,-2.8902400023,8.6707227984,8.6707222853
Cs,1.0000000000,8.6707228186,-2.8902404287,8.6707222860
Cs,1.0000000000,8.6707226497,8.6707221505,2.8902419637
Cs,1.0000000000,2.8902403930,-8.6707230082,-8.6707223825
Cs,1.0000000000,-8.6707224717,-8.6707226120,-2.8902418109
Cs,1.0000000000,2.8902412454,8.6707226572,8.6707227762
Cs,1.0000000000,-2.8902410566,-8.6707228697,-8.6707229271
Cs,1.0000000000,8.6707227427,2.8902410783,8.6707230952
Cs,1.0000000000,-8.6707227020,-2.8902412083,-8.6707232856
I,-1.0000000000,2.9106094324,5.7804807947,-11.5609592941
I,-1.0000000000,-2.9106091356,-5.7804810928,11.5609593563
I,-1.0000000000,5.7804809061,2.9106099215,-11.5609592557
I,-1.0000000000,-5.7804805731,-2.9106101816,11.5609593761
I,-1.0000000000,-5.7804818550,2.9106099834,-11.5609598842
I,-1.0000000000,-2.9106091954,5.7804820724,11.5609599840
I,-1.0000000000,2.9106094922,-5.7804823705,-11.5609599218
I,-1.0000000000,-11.5609622669,-2.9106101007,5.7804775811
I,-1.0000000000,5.7804821880,-2.9106102435,11.5609600046
I,-1.0000000000,11.5609625127,2.9106097350,-5.7804776129
I,-1.0000000000,2.9106099859,11.5609626985,-5.7804775477
I,-1.0000000000,-2.9106096838,-11.5609629533,5.7804775596
I,-1.0000000000,-11.5609630096,2.9106098589,-5.7804788697
I,-1.0000000000,11.5609632554,-2.9106102246,5.7804788380
I,-1.0000000000,-2.9106098034,11.5609633770,5.7804788150
I,-1.0000000000,2.9106101055,-11.5609636318,-5.7804788031
I,-1.0000000000,-11.5609625290,-5.7804816717,2.9106092829
I,-1.0000000000,-11.5609625888,5.7804814935,2.9106099106
I,-1.0000000000,11.5609628361,5.7804814069,-2.9106093363
I,-1.0000000000,5.7804814439,11.5609629487,-2.9106093652
I,-1.0000000000,-11.5609626862,5.7804815309,-2.9106105931
I,-1.0000000000,-5.7804813173,11.5609630107,-2.9106099936
I,-1.0000000000,-5.7804811465,-11.5609632341,2.9106094732
I,-1.0000000000,-11.5609626264,-5.7804816343,-2.9106112209
I,-1.0000000000,11.5609628959,-5.7804817583,-2.9106099640
I,-1.0000000000,11.5609629335,5.7804813695,2.9106111674
I,-1.0000000000,-5.7804812661,11.5609630962,2.9106107287
I,-1.0000000000,11.5609629932,-5.7804817957,2.9106105397
I,-1.0000000000,5.7804814950,11.5609630343,2.9106113571
I,-1.0000000000,5.7804816146,-11.5609632961,2.9106101017
I,-1.0000000000,-5.7804811977,-11.5609633197,-2.9106112490
I,-1.0000000000,5.7804815635,-11.5609633816,-2.9106106206
I,-1.0000000000,-11.5609623736,2.9106104753,5.7804840046
I,-1.0000000000,11.5609626194,-2.9106108410,-5.7804840363
I,-1.0000000000,-2.9106104395,11.5609627606,-5.7804840593
I,-1.0000000000,2.9106107415,-11.5609630154,5.7804840712
I,-1.0000000000,-11.5609629029,-2.9106107171,-5.7804852932
I,-1.0000000000,11.5609631487,2.9106103514,5.7804852614
I,-1.0000000000,2.9106106219,11.5609633149,5.7804853266
I,-1.0000000000,-2.9106104675,5.7804808396,-11.5609657646
I,-1.0000000000,-2.9106103199,-11.5609635697,-5.7804853147
I,-1.0000000000,-5.7804805829,2.9106112162,11.5609658644
I,-1.0000000000,5.7804809159,-2.9106114763,-11.5609657440
I,-1.0000000000,2.9106107643,-5.7804811377,11.5609658268
I,-1.0000000000,2.9106107045,5.7804820275,11.5609664545
I,-1.0000000000,-5.7804818452,-2.9106114144,-11.5609663724
I,-1.0000000000,-2.9106104077,-5.7804823256,-11.5609663923
I,-1.0000000000,5.7804821782,2.9106111543,11.5609664928
Sn,4.0000000000,-5.7804806265,-5.7804809657,11.5609621255
Sn,4.0000000000,-11.5609620286,-5.7804814882,5.7804806187
Sn,4.0000000000,5.7804808027,5.7804809047,-11.5609623669
Sn,4.0000000000,11.5609627978,5.7804809366,-5.7804803711
Sn,4.0000000000,-11.5609620884,5.7804816770,5.7804812464
Sn,4.0000000000,5.7804811182,11.5609627803,-5.7804804344
Sn,4.0000000000,-5.7804808873,-11.5609628717,5.7804805561
Sn,4.0000000000,-11.5609627245,5.7804810606,-5.7804816279
Sn,4.0000000000,-5.7804816430,11.5609628423,-5.7804810628
Sn,4.0000000000,-5.7804806863,5.7804821995,11.5609627532
Sn,4.0000000000,5.7804821346,-5.7804810277,11.5609627540
Sn,4.0000000000,-5.7804819584,5.7804809667,-11.5609629953
Sn,4.0000000000,5.7804818738,-11.5609629337,5.7804811845
Sn,4.0000000000,11.5609628576,-5.7804822285,-5.7804809988
Sn,4.0000000000,5.7804808625,-5.7804822605,-11.5609629946
Sn,4.0000000000,-11.5609626647,-5.7804821046,-5.7804822556
Sn,4.0000000000,-5.7804810069,11.5609634587,5.7804818115
Sn,4.0000000000,5.7804812378,-11.5609635501,-5.7804816898
Sn,4.0000000000,11.5609634937,-5.7804816121,5.7804818755
Sn,4.0000000000,-5.7804815234,-11.5609634881,-5.7804823182
Sn,4.0000000000,11.5609634339,5.7804815530,5.7804825032
Sn,4.0000000000,5.7804820748,5.7804821375,11.5609633817
Sn,4.0000000000,5.7804817542,11.5609633967,5.7804824399
Sn,4.0000000000,-5.7804818986,-5.7804821985,-11.5609636230
I,-1.0000000000,-14.4308335884,-0.0000001545,0.0000022998
I,-1.0000000000,0.0000011388,0.0000007507,14.4308336474
I,-1.0000000000,-0.0000007656,-0.0000010343,-14.4308337770
I,-1.0000000000,14.4308339318,-0.0000002441,-0.0000023186
I,-1.0000000000,0.0000000840,14.4308340687,-0.0000022790
I,-1.0000000000,0.0000002011,-14.4308342806,0.0000022820
I,-1.0000000000,-8.6910909545,0.0000004963,11.5609592988
I,-1.0000000000,8.6910912978,-0.0000008948,-11.5609593177
I,-1.0000000000,-0.0000005546,8.6910914334,-11.5609593369
I,-1.0000000000,0.0000008396,-8.6910916453,11.5609593398
I,-1.0000000000,-11.5609622546,0.0000002605,8.6910913432
I,-1.0000000000,11.5609626279,-0.0000005441,-8.6910914727
I,-1.0000000000,-0.0000001931,11.5609626831,-8.6910914734
I,-1.0000000000,0.0000005663,-11.5609629666,8.6910913439
I,-1.0000000000,-11.5609625576,-8.6910921998,-0.0000041629
I,-1.0000000000,-11.5609626797,8.6910921118,0.0000029090
I,-1.0000000000,-8.6910916503,11.5609630450,-0.0000029477
I,-1.0000000000,8.6910918741,11.5609628868,0.0000041843
I,-1.0000000000,11.5609628426,8.6910919879,0.0000041659
I,-1.0000000000,-8.6910915307,-11.5609632853,-0.0000042032
I,-1.0000000000,11.5609629647,-8.6910923237,-0.0000029060
I,-1.0000000000,8.6910919937,-11.5609634436,0.0000029289
I,-1.0000000000,-11.5609628944,-0.0000004201,-8.6910927296
I,-1.0000000000,11.5609632677,0.0000001366,8.6910926000
I,-1.0000000000,0.0000004467,11.5609633637,8.6910925993
I,-1.0000000000,-0.0000000735,-11.5609636473,-8.6910927289
I,-1.0000000000,-8.6910922266,-0.0000007365,-11.5609664497
I,-1.0000000000,8.6910925699,0.0000003380,11.5609664309
I,-1.0000000000,0.0000007175,8.6910926662,11.5609664117
I,-1.0000000000,-0.0000004325,-8.6910928781,-11.5609664088
Cs,1.0000000000,8.6707220137,8.6707215341,-8.6707209106
Cs,1.0000000000,-8.6707218357,-8.6707219955,8.6707210634
Cs,1.0000000000,-14.4512028128,-2.8902408908,2.8902400791
Cs,1.0000000000,14.4512029908,2.8902404293,-2.8902399263
Cs,1.0000000000,2.8902395936,2.8902398749,-14.4512034291
Cs,1.0000000000,2.8902413313,-2.8902400375,14.4512030914
Cs,1.0000000000,-14.4512032415,2.8902409739,2.8902399465
Cs,1.0000000000,-2.8902412906,2.8902399074,-14.4512032818
Cs,1.0000000000,-2.8902394156,-2.8902403363,14.4512035818
Cs,1.0000000000,2.8902401698,14.4512036565,-2.8902399271
Cs,1.0000000000,14.4512034303,-2.8902411864,-2.8902400974
Cs,1.0000000000,-2.8902398443,2.8902415283,14.4512034492
Cs,1.0000000000,-14.4512034157,2.8902405858,-2.8902410360
Cs,1.0000000000,14.4512034564,-2.8902407159,2.8902408455
Cs,1.0000000000,-2.8902407143,14.4512036890,-2.8902397798
Cs,1.0000000000,-8.6707215157,8.6707227191,8.6707221478
Cs,1.0000000000,2.8902407550,-14.4512038191,2.8902395894
Cs,1.0000000000,-14.4512033397,-2.8902409212,-2.8902418451
Cs,1.0000000000,2.8902400331,-2.8902417408,-14.4512036001
Cs,1.0000000000,-2.8902399918,-14.4512041179,2.8902400798
Cs,1.0000000000,8.6707217045,-8.6707229317,-8.6707222986
Cs,1.0000000000,14.4512037304,2.8902407114,2.8902417479
Cs,1.0000000000,8.6707228025,-8.6707220869,8.6707224675
Cs,1.0000000000,-2.8902405402,14.4512040771,2.8902412027
Cs,1.0000000000,-8.6707227618,8.6707219569,-8.6707226579
Cs,1.0000000000,2.8902409094,14.4512039386,2.8902417472
Cs,1.0000000000,2.8902416053,2.8902413898,14.4512039937
Cs,1.0000000000,-2.8902405188,-14.4512041484,-2.8902418444
Cs,1.0000000000,-2.8902412146,-2.8902415996,-14.4512040910
Cs,1.0000000000,2.8902407290,-14.4512042896,-2.8902413535
Cs,1.0000000000,-8.6707223682,-8.6707229463,-8.6707230110
Cs,1.0000000000,8.6707227588,8.6707227364,8.6707229138
I,-1.0000000000,-5.7804806329,8.6503529836,11.5609600038
I,-1.0000000000,5.7804809659,-8.6503532437,-11.5609598835
I,-1.0000000000,-8.6503533288,5.7804808566,-11.5609599225
I,-1.0000000000,8.6503536256,-5.7804811548,11.5609599847
I,-1.0000000000,-11.5609623267,8.6503530645,5.7804782088
I,-1.0000000000,-11.5609619904,-5.7804810179,8.6503516534
I,-1.0000000000,-5.7804817952,-8.6503531818,-11.5609605119
I,-1.0000000000,5.7804821282,8.6503529217,11.5609606323
I,-1.0000000000,-8.6503527753,11.5609627605,-5.7804781761
I,-1.0000000000,11.5609622974,5.7804807531,-8.6503517068
I,-1.0000000000,5.7804808590,11.5609624179,-8.6503515172
I,-1.0000000000,-8.6503532690,-5.7804823086,-11.5609605502
I,-1.0000000000,-5.7804805616,-11.5609627033,8.6503516253
I,-1.0000000000,11.5609625725,-8.6503534302,-5.7804782406
I,-1.0000000000,8.6503535658,5.7804820104,11.5609606124
I,-1.0000000000,8.6503530773,-11.5609630153,5.7804781880
I,-1.0000000000,-11.5609620502,5.7804821473,8.6503522811
I,-1.0000000000,-5.7804819022,11.5609624798,-8.6503521456
I,-1.0000000000,11.5609631956,8.6503529406,5.7804794657
I,-1.0000000000,-11.5609629498,-8.6503533063,-5.7804794974
I,-1.0000000000,8.6503529577,11.5609633151,5.7804794434
I,-1.0000000000,-8.6503526557,-11.5609635699,-5.7804794316
I,-1.0000000000,11.5609623572,-5.7804824121,-8.6503523346
I,-1.0000000000,5.7804821995,-11.5609627652,8.6503522537
I,-1.0000000000,-11.5609632249,5.7804808771,-8.6503529637
I,-1.0000000000,11.5609625596,8.6503523242,-5.7804834086
I,-1.0000000000,-11.5609623138,-8.6503526899,5.7804833768
I,-1.0000000000,-5.7804806812,11.5609636271,8.6503528807
I,-1.0000000000,8.6503523217,11.5609626987,-5.7804834308
I,-1.0000000000,-8.6503520196,-11.5609629535,5.7804834427
I,-1.0000000000,11.5609635319,-5.7804811419,8.6503529103
I,-1.0000000000,5.7804809786,-11.5609639125,-8.6503527726
I,-1.0000000000,5.7804808561,8.6503516889,-11.5609651163
I,-1.0000000000,-5.7804805231,-8.6503519490,11.5609652367
I,-1.0000000000,-11.5609631651,-5.7804822881,-8.6503535914
I,-1.0000000000,-11.5609629627,8.6503524481,-5.7804846655
I,-1.0000000000,11.5609634721,5.7804820233,8.6503535380
I,-1.0000000000,-8.6503519969,-5.7804810757,11.5609651984
I,-1.0000000000,5.7804820799,11.5609635651,8.6503535091
I,-1.0000000000,8.6503522937,5.7804807776,-11.5609651362
I,-1.0000000000,-5.7804817826,-11.5609638505,-8.6503534010
I,-1.0000000000,-8.6503521392,11.5609633769,5.7804846982
I,-1.0000000000,11.5609632085,-8.6503528138,5.7804846337
I,-1.0000000000,8.6503524413,-11.5609636317,-5.7804846863
I,-1.0000000000,-5.7804819050,8.6503517508,-11.5609657447
I,-1.0000000000,-8.6503520567,5.7804820894,11.5609658261
I,-1.0000000000,5.7804822380,-8.6503520109,11.5609658651
I,-1.0000000000,8.6503523535,-5.7804823876,-11.5609657639
I,-1.0000000000,-14.4715725048,0.0000002738,5.7804775589
I,-1.0000000000,14.4715728068,-0.0000005286,-5.7804775470
I,-1.0000000000,-0.0000003083,14.4715729621,-5.7804776136
I,-1.0000000000,0.0000005541,-14.4715733279,5.7804775818
I,-1.0000000000,-0.0000005611,5.7804808525,-14.4715728390
I,-1.0000000000,-14.4715725328,-5.7804816473,-0.0000041465
I,-1.0000000000,-14.4715725926,5.7804815179,-0.0000035187
I,-1.0000000000,-5.7804805703,0.0000005475,14.4715729752
I,-1.0000000000,5.7804808676,-0.0000008329,-14.4715728672
I,-1.0000000000,0.0000008681,-5.7804811173,14.4715727856
I,-1.0000000000,14.4715728296,5.7804813491,0.0000042086
I,-1.0000000000,14.4715728894,-5.7804818161,0.0000035809
I,-1.0000000000,0.0000008083,5.7804820479,14.4715734133
I,-1.0000000000,-5.7804818935,-0.0000007709,-14.4715734956
I,-1.0000000000,-5.7804812788,14.4715737650,0.0000036178
I,-1.0000000000,5.7804814824,14.4715737030,0.0000042463
I,-1.0000000000,-0.0000005013,-5.7804823127,-14.4715734667
I,-1.0000000000,-5.7804811494,-14.4715739632,-0.0000041259
I,-1.0000000000,5.7804821909,0.0000004855,14.4715736037
I,-1.0000000000,5.7804816118,-14.4715740251,-0.0000034974
I,-1.0000000000,-14.4715731408,-0.0000003426,-5.7804853154
I,-1.0000000000,14.4715734429,0.0000000878,5.7804853273
I,-1.0000000000,0.0000003278,14.4715735785,5.7804852607
I,-1.0000000000,-0.0000000820,-14.4715739443,-5.7804852925
Sn,4.0000000000,-11.5609621251,0.0000006784,11.5609622459
Sn,4.0000000000,11.5609621251,-0.0000006784,-11.5609622459
Sn,4.0000000000,-0.0000006958,11.5609625488,-11.5609622466
Sn,4.0000000000,0.0000006958,-11.5609625488,11.5609622466
Sn,4.0000000000,-11.5609627013,-11.5609631032,-0.0000012561
Sn,4.0000000000,11.5609627013,11.5609631032,0.0000012561
Sn,4.0000000000,11.5609628209,-11.5609632272,0.0000000007
Sn,4.0000000000,-11.5609628209,11.5609632272,-0.0000000007
Sn,4.0000000000,-11.5609633972,-0.0000005544,-11.5609635027
Sn,4.0000000000,11.5609633972,0.0000005544,11.5609635027
Sn,4.0000000000,-0.0000005762,-11.5609637816,-11.5609635020
Sn,4.0000000000,0.0000005762,11.5609637816,11.5609635020
I,-1.0000000000,5.7804805634,5.7804805397,-14.4308332491
I,-1.0000000000,-14.4308337261,5.7804812582,-5.7804787599
I,-1.0000000000,-5.7804803228,-5.7804807685,14.4308333073
I,-1.0000000000,14.4308339996,-5.7804815460,5.7804788103
I,-1.0000000000,-14.4308336663,-5.7804819070,-5.7804793876
I,-1.0000000000,14.4308339398,5.7804816192,5.7804794380
I,-1.0000000000,-5.7804809635,14.4308346335,5.7804789017
I,-1.0000000000,5.7804812723,-14.4308348131,-5.7804788077
I,-1.0000000000,-14.4308330303,-5.7804812906,5.7804834867
I,-1.0000000000,-5.7804821978,5.7804806017,-14.4308338775
I,-1.0000000000,-5.7804803826,5.7804823967,14.4308339350
I,-1.0000000000,14.4308333038,5.7804810027,-5.7804834363
I,-1.0000000000,5.7804817977,14.4308345715,5.7804795301
I,-1.0000000000,-5.7804814888,-14.4308347511,-5.7804794361
I,-1.0000000000,5.7804806232,-5.7804826255,-14.4308338768
